TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,VPD,RH,PA,TA,P,TS_1,TS_2,TS_3,TS_4,TS_5,G,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,NETRAD_F,PPFD_IN_F,PPFD_OUT_F,VPD_F,RH_F,PA_F,TA_F,P_F,G_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20130111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5798547916666669,0.0,0.2492322083333333,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,222.90025,-9999,-9999,-9999,-9999,0.3634791666666667,-9999,94.36585416666668,-20.021270833333336,0.6000000000000001,-9999,3.3433958333333336,0.4878941952833055,-0.028503848665902595,6.639960017926415,3.0
20130112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.6743170833333334,0.0,0.3151427083333333,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,222.34397916666646,-9999,-9999,-9999,-9999,0.4134583333333333,-9999,94.57774999999998,-17.760749999999994,0.45,-9999,3.526333333333333,0.5147824253452216,-0.015766348693471845,7.156923493668728,3.0
20130113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0661675000000002,0.0010857916666666663,0.7818968749999997,-9999,-9999,-9999,-9999,-9999,-9999,0.13520833333333335,-9999,267.46520833333324,-9999,-9999,-9999,-9999,0.7431249999999997,-9999,93.34112500000002,-7.563541666666665,2.289,-9999,4.729854166666665,0.5577577000771251,0.018442346373208032,12.049301474650573,3.0
20130114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0656410416666668,0.0012478125,0.7791377083333333,-9999,-9999,-9999,-9999,-9999,-9999,0.15208333333333335,-9999,267.92629166666666,-9999,-9999,-9999,-9999,0.460375,-9999,92.91577083333334,-7.598125000000002,2.7840000000000003,-9999,3.8737291666666667,0.5629946199764149,0.013561738909240891,12.554376597496825,3.0
20130115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7109887500000002,0.0020825,0.35178979166666663,-9999,-9999,-9999,-9999,-9999,-9999,0.2736458333333333,-9999,224.7135625,-9999,-9999,-9999,-9999,0.5223958333333332,-9999,94.22989583333332,-16.863437500000003,0.153,-9999,3.796208333333334,0.5366014909161778,-0.02097429455656231,9.03400413998994,3.0
20130116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.40503125,0.002660583333333334,0.12737672916666667,-9999,-9999,-9999,-9999,-9999,-9999,0.3432916666666667,-9999,206.71935416666665,-9999,-9999,-9999,-9999,0.3055416666666667,-9999,95.04043749999998,-24.351875,0.41700000000000015,-9999,2.0275000000000003,0.5137000724512296,-0.05409301812838566,6.720852502700037,3.0
20130117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.06858879166666669,0.00678775,0.003637388125000001,-9999,-9999,-9999,-9999,-9999,-9999,1.2253333333333334,-9999,157.19910416666653,-9999,-9999,-9999,-9999,0.2955833333333333,-9999,95.53514583333336,-33.9659375,0.006,-9999,2.7224375,0.4702232087793172,-0.11241057853734387,7.710696770081032,3.0
20130118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.12265147916666665,0.007921916666666666,0.010481518749999995,-9999,-9999,-9999,-9999,-9999,-9999,1.5435,-9999,161.27785416666663,-9999,-9999,-9999,-9999,0.28735416666666663,-9999,96.30472916666666,-31.83777083333333,0.0,-9999,1.7810416666666666,0.4877176741315834,-0.1014453278766967,6.888210677971848,3.0
20130119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.20640625,0.009653833333333332,0.034374022916666656,-9999,-9999,-9999,-9999,-9999,-9999,1.9784583333333332,-9999,172.63758333333328,-9999,-9999,-9999,-9999,0.3311458333333334,-9999,96.24504166666668,-29.447958333333336,0.0,-9999,3.838458333333333,0.5061836584392098,-0.08561138927342526,10.515598153779447,3.0
20130120,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5531556249999999,0.00349431875,0.21114895833333328,-9999,-9999,-9999,-9999,-9999,-9999,0.45425,-9999,230.31066666666683,-9999,-9999,-9999,-9999,0.5167083333333333,-9999,95.4095625,-20.711791666666667,0.8670000000000002,-9999,4.091187500000001,0.4442660765020263,-0.037344697966580666,9.604613129635322,3.0
20130121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4305933333333333,0.01005825,0.12865827083333334,-9999,-9999,-9999,-9999,-9999,-9999,1.9242291666666664,-9999,190.1776875,-9999,-9999,-9999,-9999,0.27275000000000005,-9999,95.4393125,-23.637000000000004,0.0,-9999,2.605479166666666,0.4430333772345054,-0.046990676929339455,7.233849317129675,3.0
20130122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4251277083333333,0.01168702083333333,0.12217610416666667,-9999,-9999,-9999,-9999,-9999,-9999,2.4719583333333333,-9999,185.04116666666678,-9999,-9999,-9999,-9999,0.4831041666666666,-9999,95.1786875,-23.76262499999999,0.0,-9999,3.9955208333333343,0.3788679405309565,-0.044202352225199804,8.616876689816946,3.0
20130123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.2482210416666666,0.014634291666666669,0.045315937500000014,-9999,-9999,-9999,-9999,-9999,-9999,3.3564583333333338,-9999,162.91600000000008,-9999,-9999,-9999,-9999,0.40822916666666653,-9999,94.95766666666668,-28.228666666666662,0.0,-9999,5.15425,0.4261876773419871,-0.07259035920723263,14.445048121214098,3.0
20130124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1446575,0.016615729166666666,0.014240708333333326,-9999,-9999,-9999,-9999,-9999,-9999,3.8500833333333335,-9999,158.2411875000001,-9999,-9999,-9999,-9999,0.32241666666666663,-9999,95.25204166666664,-31.11060416666666,0.0,-9999,3.5785208333333345,0.418999048095498,-0.08943204187220047,10.381664328659273,3.0
20130125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.08957570833333334,0.016414500000000002,0.00623649375,-9999,-9999,-9999,-9999,-9999,-9999,3.809270833333333,-9999,156.44418749999997,-9999,-9999,-9999,-9999,0.2849791666666668,-9999,95.263125,-33.13939583333333,0.04200000000000001,-9999,1.820125,0.37759567731620897,-0.1046490302294933,6.032711398704906,3.0
20130126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.055116479166666656,0.0174621875,0.0021043791666666666,-9999,-9999,-9999,-9999,-9999,-9999,4.2615,-9999,154.6404791666666,-9999,-9999,-9999,-9999,0.2951041666666667,-9999,95.17450000000002,-34.51895833333334,0.14100000000000004,-9999,1.5785208333333332,0.354188208222024,-0.11537419896412547,5.88767561523848,3.0
20130127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.16155862499999998,0.019524041875,0.02229897916666667,-9999,-9999,-9999,-9999,-9999,-9999,5.345604166666665,-9999,154.2543125,-9999,-9999,-9999,-9999,0.3236666666666667,-9999,96.01441666666666,-30.874541666666676,0.021,-9999,1.2292291666666666,0.3975989475989911,-0.0902085479637708,5.389193425682713,3.0
20130128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.31177729166666673,0.0219948125,0.06773216666666668,-9999,-9999,-9999,-9999,-9999,-9999,6.487458333333333,-9999,152.31343749999996,-9999,-9999,-9999,-9999,0.5287499999999999,-9999,96.38904166666664,-26.57054166666667,0.0,-9999,1.4098958333333331,0.40058592527191134,-0.06632757338579888,5.945376534973941,3.0
20130129,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.15452375,0.0230736875,0.01640997916666666,-9999,-9999,-9999,-9999,-9999,-9999,7.141770833333332,-9999,165.54856250000003,-9999,-9999,-9999,-9999,0.4475833333333332,-9999,94.94335416666668,-30.82233333333333,0.0,-9999,2.4605625,0.42797213653667615,-0.0936231994763366,6.117412789449258,3.0
20130130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.2995039583333333,0.013180895833333331,0.06818902083333332,-9999,-9999,-9999,-9999,-9999,-9999,2.5215,-9999,215.1638125,-9999,-9999,-9999,-9999,0.3927291666666668,-9999,94.28887500000002,-26.98356249999999,0.471,-9999,2.9045416666666672,0.3640471211623611,-0.07218947071875424,6.420549300633597,3.0
20130131,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4402116666666668,0.011879979166666669,0.13031187500000005,-9999,-9999,-9999,-9999,-9999,-9999,2.1093541666666664,-9999,237.16931249999993,-9999,-9999,-9999,-9999,0.3340833333333333,-9999,94.23118750000002,-23.42972916666667,1.4400000000000002,-9999,2.5759791666666665,0.277405753226527,-0.05275262770534208,7.25925181324309,3.0
20130201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3675641666666667,0.0169411875,0.09759189583333336,-9999,-9999,-9999,-9999,-9999,-9999,3.71125,-9999,204.99110416666656,-9999,-9999,-9999,-9999,0.2793333333333334,-9999,95.00875000000002,-25.241312500000006,0.153,-9999,2.056104166666667,0.31526027763423564,-0.06670823588516492,7.169111483444903,3.0
20130202,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4487356250000001,0.016632785416666667,0.1473350833333333,-9999,-9999,-9999,-9999,-9999,-9999,3.5651666666666664,-9999,218.99779166666664,-9999,-9999,-9999,-9999,0.3474166666666668,-9999,94.2411875,-23.275624999999994,0.366,-9999,2.873958333333334,0.30575510283365936,-0.056869897005208274,6.296465811538372,3.0
20130203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.5195910416666667,0.014066874999999998,0.1913326874999999,-9999,-9999,-9999,-9999,-9999,-9999,2.66375,-9999,238.2661875,-9999,-9999,-9999,-9999,0.3543958333333334,-9999,93.64439583333336,-21.56758333333333,1.0319999999999998,-9999,2.816333333333333,0.2984404738032275,-0.04692594695788185,6.611809849786838,3.0
