TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,NETRAD,PPFD_IN,PPFD_OUT,VPD,RH,PA,TA,D_SNOW,TS_1,TS_2,TS_3,G_1,SWC_1,SWC_2,SWC_3,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,LW_IN_F,NETRAD_F,PPFD_IN_F,PPFD_OUT_F,VPD_F,RH_F,PA_F,TA_F,P_F,D_SNOW_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20130610,-9999,-9999,-9999,-9999,-9999,201.56507936507924,139.76720833333334,423.28666666666663,0.1017083333333333,1.8670089583333327,84.66479166666662,102.09166666666658,5.5465624999999985,-9999,4.205770833333333,4.26290625,4.266135416666667,24.58797083333332,-9999,-9999,-9999,-9999,1.1600554166666666,2.8409112500000013,1.824143125,-9999,-9999,-9999,-9999,-9999,-9999,201.56514583333345,310.55008333333325,139.76720833333334,423.28666666666663,0.1017083333333333,1.867,84.66479166666662,102.09166666666658,5.5465624999999985,0.054000000000000006,-9999,3.4606875,35.11649158161873,-0.06303914303399719,6.7124532212283885,3.0
20130611,-9999,-9999,-9999,-9999,-9999,321.28849206349213,206.19920833333333,674.7058333333333,0.17806249999999998,3.675318958333334,72.88812499999997,102.22708333333323,10.3170625,-9999,3.812135416666667,3.8531770833333336,3.8479583333333327,29.16452083333333,-9999,-9999,-9999,-9999,1.362289583333333,3.5306833333333327,2.882227083333332,-9999,-9999,-9999,-9999,-9999,-9999,321.2885625,292.91831250000024,206.19920833333333,674.7058333333333,0.17806249999999998,3.675333333333332,72.88812499999997,102.22708333333323,10.3170625,0.14400000000000004,-9999,4.529791666666665,49.8458636957627,-0.04557084826736326,9.549981625546973,3.0
20130612,-9999,-9999,-9999,-9999,-9999,325.7125992063492,204.87752083333336,683.9964583333333,0.1830625,4.750714375,67.92104166666668,102.16875000000003,11.680791666666664,-9999,3.07428125,3.1370520833333324,3.126395833333333,29.66122708333333,-9999,-9999,-9999,-9999,1.418764583333333,3.5690812499999995,3.395833333333332,-9999,-9999,-9999,-9999,-9999,-9999,325.71264583333334,291.807875,204.87752083333336,683.9964583333333,0.1830625,4.75075,67.92104166666668,102.16875000000003,11.680791666666664,0.0,-9999,2.2472708333333333,49.06289892336606,0.061153845331513836,8.93979630699024,3.0
20130613,-9999,-9999,-9999,-9999,-9999,277.7842261904761,165.59910416666662,583.3468750000002,0.15414583333333334,6.62199875,67.58625000000002,101.8541666666667,14.94266666666666,-9999,3.1842291666666664,3.239645833333334,3.2262187500000006,32.28955625,-9999,-9999,-9999,-9999,1.5513645833333334,3.3512437500000005,4.899497916666667,-9999,-9999,-9999,-9999,-9999,-9999,277.7842083333333,334.7004583333333,165.59910416666662,583.3468750000002,0.15414583333333334,6.622020833333335,67.58625000000002,101.8541666666667,14.94266666666666,0.108,-9999,1.8634791666666668,41.528145170164855,0.325436040203446,9.227195139756594,3.0
20130614,-9999,-9999,-9999,-9999,-9999,307.71964285714284,190.11691666666664,646.21125,0.16510416666666666,4.534979166666665,71.52562499999998,101.77291666666672,12.853541666666665,-9999,3.174395833333332,3.252749999999999,3.2224791666666674,31.66302083333333,-9999,-9999,-9999,-9999,1.4681437499999996,3.398907083333335,3.742814583333333,-9999,-9999,-9999,-9999,-9999,-9999,307.7196874999999,320.11166666666645,190.11691666666664,646.21125,0.16510416666666666,4.534937499999999,71.52562499999998,101.77291666666672,12.853541666666665,0.66,-9999,1.984604166666666,49.17818363961319,0.0764472999774501,8.962998428080594,3.0
20130615,-9999,-9999,-9999,-9999,-9999,153.0842261904762,97.2489583333333,321.47687499999995,0.07322916666666665,1.6170314583333336,88.62916666666666,101.9354166666667,11.453333333333333,-9999,2.70696875,2.8581041666666667,2.8334062500000012,31.684395833333333,-9999,-9999,-9999,-9999,1.4103604166666668,2.84879125,3.1860041666666663,-9999,-9999,-9999,-9999,-9999,-9999,153.0842708333333,349.9258333333335,97.2489583333333,321.47687499999995,0.07322916666666665,1.6170416666666665,88.62916666666666,101.9354166666667,11.453333333333333,3.0889999999999995,-9999,3.1807499999999997,36.85875468528275,-0.23717257350722626,9.997983707118008,3.0
20130616,-9999,-9999,-9999,-9999,-9999,297.41041666666666,197.13520833333325,624.561875,0.15175000000000002,2.2759893749999995,82.46333333333334,102.61666666666667,8.998979166666668,-9999,3.093166666666665,3.190947916666667,3.17453125,29.275916666666664,-9999,-9999,-9999,-9999,1.3069041666666668,3.4598918750000003,2.479797916666667,-9999,-9999,-9999,-9999,-9999,-9999,297.41041666666666,350.8754999999999,197.13520833333325,624.561875,0.15175000000000002,2.276,82.46333333333334,102.61666666666667,8.998979166666668,0.30500000000000016,-9999,3.3031458333333323,54.26817169431524,-0.3300875909788534,11.688290931526975,3.0
20130617,-9999,-9999,-9999,-9999,-9999,324.7870039682538,194.8960208333333,682.0527083333333,0.17479166666666665,5.004411041666667,70.84041666666668,102.86041666666672,13.797083333333333,-9999,2.294208333333334,2.464770833333334,2.4361770833333334,38.844479166666666,-9999,-9999,-9999,-9999,1.5065437500000003,3.6192625,4.175597916666667,-9999,-9999,-9999,-9999,-9999,-9999,324.7870625000001,342.11087500000014,194.8960208333333,682.0527083333333,0.17479166666666665,5.004354166666668,70.84041666666668,102.86041666666672,13.797083333333333,0.098,-9999,2.102750000000001,51.1705826819416,-0.023632982561132627,13.007442079886696,3.0
20130618,-9999,-9999,-9999,-9999,-9999,331.32648809523806,203.8540625,695.785625,0.17568750000000002,6.549024791666668,62.14666666666667,102.23124999999996,13.323958333333335,-9999,0.8772604166666668,1.0899479166666668,1.0733125,35.88929166666667,-9999,-9999,-9999,-9999,1.4862145833333331,3.52176875,4.08235625,-9999,-9999,-9999,-9999,-9999,-9999,331.32645833333333,303.4423333333333,203.8540625,695.785625,0.17568750000000002,6.5490625000000025,62.14666666666667,102.23124999999996,13.323958333333335,0.0,-9999,4.008270833333333,49.52067331587879,0.21493543362269166,13.879179571555012,3.0
20130619,-9999,-9999,-9999,-9999,-9999,334.01656746031745,205.70360416666668,701.4347916666666,0.17756249999999998,7.668943541666668,57.40895833333333,101.4645833333334,14.116875000000006,-9999,2.2016666666666667,2.3894375,2.372395833333333,33.73435416666667,-9999,-9999,-9999,-9999,1.518645833333333,3.464625000000001,4.425714583333334,-9999,-9999,-9999,-9999,-9999,-9999,334.01658333333336,311.89720833333337,205.70360416666668,701.4347916666666,0.17756249999999998,7.668916666666671,57.40895833333333,101.4645833333334,14.116875000000006,0.0,-9999,4.4524375,47.677323521808006,0.3613203695270784,12.021504311950848,3.0
20130620,-9999,-9999,-9999,-9999,-9999,288.7875,172.23258333333337,606.45375,0.1538125,6.600769791666665,66.85208333333334,100.8125,14.460000000000004,-9999,2.2767500000000003,2.489770833333333,2.4665729166666672,35.425729166666656,-9999,-9999,-9999,-9999,1.5303666666666669,3.3879687499999998,4.81930625,-9999,-9999,-9999,-9999,-9999,-9999,288.7875,340.5488333333331,172.23258333333337,606.45375,0.1538125,6.600770833333333,66.85208333333334,100.8125,14.460000000000004,0.09,-9999,4.3558125,43.811552480535056,0.07910494087461001,9.703958159518203,3.0
20130621,-9999,-9999,-9999,-9999,-9999,304.59176587301585,192.12664583333333,639.6427083333333,0.15166666666666664,6.100861458333331,66.49145833333334,101.10208333333333,14.932708333333334,-9999,2.6564999999999994,2.8769062499999998,2.8635833333333327,34.56264583333333,-9999,-9999,-9999,-9999,1.5532500000000002,3.507591666666668,4.640704166666667,-9999,-9999,-9999,-9999,-9999,-9999,304.59175,326.7261666666668,192.12664583333333,639.6427083333333,0.15166666666666664,6.1009375,66.49145833333334,101.10208333333333,14.932708333333334,0.0,-9999,3.955895833333333,46.80364975744771,0.06833925309745248,11.324108494682331,3.0
20130622,-9999,-9999,-9999,-9999,-9999,102.96746031746038,68.71887499999998,216.23166666666668,0.04708333333333331,1.195288541666667,87.88541666666669,100.91666666666674,6.237020833333336,-9999,1.5599479166666663,1.822,1.802604166666666,16.58354166666667,-9999,-9999,-9999,-9999,1.190325,2.44832125,1.7165437499999998,-9999,-9999,-9999,-9999,-9999,-9999,102.96752083333332,337.4879375000002,68.71887499999998,216.23166666666668,0.04708333333333331,1.1953541666666667,87.88541666666669,100.91666666666674,6.237020833333336,0.17,-9999,2.736625,31.06692665408036,-0.2358275393202202,6.937561864429807,3.0
20130623,-9999,-9999,-9999,-9999,-9999,141.9230158730159,98.91625,298.03833333333336,0.06435416666666667,0.9299129166666668,89.05624999999998,100.98541666666668,4.280249999999998,-9999,0.7144791666666664,0.9927812499999998,0.9826354166666668,15.837839583333333,-9999,-9999,-9999,-9999,1.1070270833333338,2.644010833333333,1.2918785416666665,-9999,-9999,-9999,-9999,-9999,-9999,141.923,338.70108333333326,98.91625,298.03833333333336,0.06435416666666667,0.9299583333333332,89.05624999999998,100.98541666666668,4.280249999999998,0.4840000000000002,-9999,2.2994791666666674,40.22895591987472,-0.4885038655590983,6.441440534937956,3.0
20130624,-9999,-9999,-9999,-9999,-9999,147.3649801587302,102.85341666666667,309.46645833333326,0.06825000000000002,0.8960279166666668,87.92708333333336,101.67500000000004,2.227395833333333,-9999,-0.57834375,-0.3534062499999999,-0.3623854166666667,10.178983333333337,-9999,-9999,-9999,-9999,1.019294375,2.853230624999999,0.9505239583333333,-9999,-9999,-9999,-9999,-9999,-9999,147.36499999999995,329.19954166666656,102.85341666666667,309.46645833333326,0.06825000000000002,0.8960416666666667,87.92708333333336,101.67500000000004,2.227395833333333,0.3070000000000002,-9999,4.305729166666667,41.843313128173605,-0.5992863857184011,9.156279803049301,3.0
20130625,-9999,-9999,-9999,-9999,-9999,131.09920634920636,93.70447916666666,275.30833333333334,0.06012500000000001,0.8630847916666666,89.50624999999998,101.56874999999998,3.1289999999999996,-9999,-3.6316666666666655,-3.297458333333333,-3.308104166666668,11.14963125,-9999,-9999,-9999,-9999,1.057808125,2.7218552083333325,1.1123470833333335,-9999,-9999,-9999,-9999,-9999,-9999,131.09918750000003,314.05468750000006,93.70447916666666,275.30833333333334,0.06012500000000001,0.863104166666667,89.50624999999998,101.56874999999998,3.1289999999999996,0.125,-9999,5.251041666666668,40.46202522965108,-0.5494205940010782,10.5256599579304,3.0
20130626,-9999,-9999,-9999,-9999,-9999,298.9305555555555,189.8737500000001,627.7541666666667,0.1420625,4.488407916666667,75.0472916666667,100.8645833333334,10.486166666666668,-9999,1.3244166666666668,1.7395104166666666,1.7276770833333333,28.182927083333325,-9999,-9999,-9999,-9999,1.3660708333333331,3.3280977083333334,3.371093333333333,-9999,-9999,-9999,-9999,-9999,-9999,298.93058333333335,300.61977083333335,189.8737500000001,627.7541666666667,0.1420625,4.488375,75.0472916666667,100.8645833333334,10.486166666666668,0.0,-9999,2.3616666666666664,54.47359826996225,-0.4077400524609587,8.865481917371584,3.0
20130627,-9999,-9999,-9999,-9999,-9999,172.3981448412698,112.31437499999996,362.0361041666667,0.07972916666666667,3.5800208333333328,78.6545833333333,100.85208333333338,12.983125,-9999,1.4683750000000002,1.8000416666666659,1.8017604166666659,26.53864583333333,-9999,-9999,-9999,-9999,1.4730083333333328,2.7126147916666654,3.845829166666668,-9999,-9999,-9999,-9999,-9999,-9999,172.39812500000005,337.0370833333332,112.31437499999996,362.0361041666667,0.07972916666666667,3.580104166666666,78.6545833333333,100.85208333333338,12.983125,0.126,-9999,2.9743958333333333,36.123137755548676,-0.12075585935013562,10.321511886960636,3.0
20130628,-9999,-9999,-9999,-9999,-9999,226.70287698412696,150.28272916666668,476.0760416666668,0.10537499999999997,3.219634166666667,76.86500000000002,101.28958333333334,11.004166666666668,-9999,2.1504583333333334,2.4559062500000004,2.4735312499999997,24.64454166666667,-9999,-9999,-9999,-9999,1.3914958333333336,3.049612291666667,3.045970833333333,-9999,-9999,-9999,-9999,-9999,-9999,226.70285416666675,328.73172916666664,150.28272916666668,476.0760416666668,0.10537499999999997,3.2196041666666666,76.86500000000002,101.28958333333334,11.004166666666668,0.084,-9999,6.021916666666668,46.10855875741426,-0.3870404202959426,14.329702155115724,3.0
20130629,-9999,-9999,-9999,-9999,-9999,230.4930555555556,149.12270833333332,484.03541666666655,0.10647916666666668,2.9644872916666665,75.57208333333334,101.54999999999993,9.1305,-9999,0.003458333333333329,0.4414166666666667,0.4253958333333333,21.875437500000004,-9999,-9999,-9999,-9999,1.3128145833333331,3.0672014583333334,2.46765625,-9999,-9999,-9999,-9999,-9999,-9999,230.4930625,327.33814583333304,149.12270833333332,484.03541666666655,0.10647916666666668,2.9645208333333333,75.57208333333334,101.54999999999993,9.1305,0.06000000000000001,-9999,3.310125000000001,46.288140182107426,-0.5521056808500552,12.675401396008205,3.0
20130630,-9999,-9999,-9999,-9999,-9999,104.90952380952385,70.69399999999997,220.31000000000003,0.045729166666666654,1.5076635416666662,87.96666666666664,100.62083333333334,9.9675,-9999,-3.9943645833333328,-3.4173333333333336,-3.4583020833333324,23.71897916666667,-9999,-9999,-9999,-9999,1.3480729166666665,2.460016458333334,2.7116229166666668,-9999,-9999,-9999,-9999,-9999,-9999,104.90950000000002,358.7960208333332,70.69399999999997,220.31000000000003,0.045729166666666654,1.5076875,87.96666666666664,100.62083333333334,9.9675,2.106,-9999,5.270875,34.990222060252556,-0.3335643994365434,11.6601207521044,3.0
20130701,-9999,-9999,-9999,-9999,-9999,210.3234126984127,136.94079166666668,441.6791666666666,0.09335416666666667,5.401675416666667,75.11229166666669,99.89166666666678,13.350437500000005,-9999,-3.5860000000000007,-2.8368125000000006,-2.7893854166666667,29.594104166666664,-9999,-9999,-9999,-9999,1.4848791666666663,2.6429589583333333,4.36690625,-9999,-9999,-9999,-9999,-9999,-9999,210.3233541666667,352.1285624999999,136.94079166666668,441.6791666666666,0.09335416666666667,5.401770833333333,75.11229166666669,99.89166666666678,13.350437500000005,0.11399999999999998,-9999,2.484125,43.007778130213815,-0.02410303348894556,8.556355104376161,3.0
20130702,-9999,-9999,-9999,-9999,-9999,98.29335317460311,61.18735416666669,206.41604166666667,0.043875,3.856935833333333,77.80791666666666,100.0520833333333,14.766041666666668,-9999,-0.6666875000000007,0.08609375000000015,0.18387499999999968,28.78356250000001,-9999,-9999,-9999,-9999,1.5472645833333332,2.5763493750000004,4.477989583333333,-9999,-9999,-9999,-9999,-9999,-9999,98.2934166666667,351.75429166666675,61.18735416666669,206.41604166666667,0.043875,3.8569583333333326,77.80791666666666,100.0520833333333,14.766041666666668,0.06599999999999999,-9999,1.8897708333333332,20.56306066766713,0.21859074740907047,8.065285805901812,3.0
20130703,-9999,-9999,-9999,-9999,-9999,146.46066252587985,91.93771739130436,307.5673913043479,0.0601304347826087,1.7655630434782608,88.52543478260868,100.41956521739132,11.383478260869564,-9999,2.535697916666667,2.9921145833333327,3.121958333333333,27.47004347826087,-9999,-9999,-9999,-9999,1.404672916666667,2.4984450000000002,3.1844229166666675,-9999,-9999,-9999,-9999,-9999,-9999,140.51731250000003,344.1428541666667,88.23192083333333,295.87975166666666,0.05790590833333334,1.7394166666666664,88.56729166666666,100.41285416666672,11.325645833333333,15.488000000000005,-9999,2.690729166666667,43.231080376124325,-0.5217772940997609,9.5238563103634,3.0
20130704,-9999,-9999,-9999,-9999,-9999,277.85734126984124,172.35497916666665,583.5004166666666,0.12929166666666667,5.697439166666666,69.19770833333332,100.91250000000004,14.430208333333333,-9999,2.7537500000000006,2.977979166666667,3.0813958333333336,34.50565416666666,-9999,-9999,-9999,-9999,1.53250625,3.4058062500000013,4.444439583333334,-9999,-9999,-9999,-9999,-9999,-9999,277.8573333333333,338.3570000000002,172.35497916666665,583.5004166666666,0.12929166666666667,5.697374999999997,69.19770833333332,100.91250000000004,14.430208333333333,1.3680000000000003,-9999,2.673854166666667,44.834845306919526,-0.3961706228824151,12.63669212587014,3.0
20130705,-9999,-9999,-9999,-9999,-9999,249.86299603174598,157.25610416666663,524.7122916666666,0.10935416666666664,3.855689166666668,74.24562500000002,101.07708333333322,12.523125000000006,-9999,-0.3138541666666666,0.15018749999999995,0.2401770833333335,32.36410416666667,-9999,-9999,-9999,-9999,1.45496875,3.1658879166666667,3.5577666666666654,-9999,-9999,-9999,-9999,-9999,-9999,249.8629166666666,337.86608333333345,157.25610416666663,524.7122916666666,0.10935416666666664,3.8556875,74.24562500000002,101.07708333333322,12.523125000000006,0.508,-9999,2.8205000000000005,46.79079595523415,-0.7055066588053736,13.26825716007552,3.0
20130706,-9999,-9999,-9999,-9999,-9999,225.161607142857,128.61777083333337,472.839375,0.1034375,5.503114375,67.890625,101.23541666666672,13.813125,-9999,-1.3986041666666662,-0.8330624999999999,-0.6710104166666668,31.883458333333333,-9999,-9999,-9999,-9999,1.5076249999999998,3.2267125,4.134989583333333,-9999,-9999,-9999,-9999,-9999,-9999,225.16160416666668,340.30264583333354,128.61777083333337,472.839375,0.1034375,5.503125,67.890625,101.23541666666672,13.813125,3.0119999999999987,-9999,2.4572708333333333,36.77233140095763,-0.23201399557390945,13.460438447420303,3.0
20130707,-9999,-9999,-9999,-9999,-9999,181.64692460317463,104.34347916666671,381.4585416666668,0.08685416666666668,3.599080625,73.63770833333334,101.03125,11.155,-9999,1.5314479166666668,1.9636770833333337,2.20303125,24.353729166666657,-9999,-9999,-9999,-9999,1.397929166666667,3.248347916666667,3.0811000000000006,-9999,-9999,-9999,-9999,-9999,-9999,181.64693749999995,316.0273125000001,104.34347916666671,381.4585416666668,0.08685416666666668,3.5991041666666663,73.63770833333334,101.03125,11.155,0.0,-9999,5.452583333333336,36.07193503719996,-0.6942928883360722,16.843523729798115,3.0
20130708,-9999,-9999,-9999,-9999,-9999,310.55357142857133,187.95841666666664,652.1625,0.14710416666666673,2.5615354166666675,77.97458333333333,101.22499999999998,7.9633125000000025,-9999,-1.3204583333333333,-0.9906875000000004,-0.8313229166666668,20.765789583333326,-9999,-9999,-9999,-9999,1.2633395833333332,3.446199999999999,2.176389583333333,-9999,-9999,-9999,-9999,-9999,-9999,310.55364583333335,324.94049999999993,187.95841666666664,652.1625,0.14710416666666673,2.5615625000000004,77.97458333333333,101.22499999999998,7.9633125000000025,0.0,-9999,5.777187499999998,63.27625298114247,-1.4656153351809686,17.380136118869007,3.0
20130709,-9999,-9999,-9999,-9999,-9999,109.28303571428572,75.5636875,229.494375,0.04710416666666668,0.8172014583333335,90.48124999999996,101.86875000000003,3.869479166666668,-9999,-1.5112499999999995,-1.1395312500000003,-0.9908020833333332,10.172372916666667,-9999,-9999,-9999,-9999,1.0894708333333334,2.564052916666666,1.2256768750000002,-9999,-9999,-9999,-9999,-9999,-9999,109.28310416666666,327.78362499999986,75.5636875,229.494375,0.04710416666666668,0.8172291666666668,90.48124999999996,101.86875000000003,3.869479166666668,0.078,-9999,5.515020833333333,42.74706988047182,-1.1300496671389697,17.026852003512555,3.0
20130710,-9999,-9999,-9999,-9999,-9999,292.04950396825393,191.5958958333334,613.3039583333333,0.13025,2.217844791666667,79.39354166666666,102.44791666666669,5.990625000000001,-9999,-1.0418229166666666,-0.6713541666666668,-0.5438124999999999,17.648520833333333,-9999,-9999,-9999,-9999,1.1794725000000001,3.2152147916666665,1.7446033333333324,-9999,-9999,-9999,-9999,-9999,-9999,292.0495208333333,305.43474999999984,191.5958958333334,613.3039583333333,0.13025,2.2177708333333337,79.39354166666666,102.44791666666669,5.990625000000001,0.06000000000000001,-9999,5.619666666666667,62.00671530080271,-1.6368424807686999,20.13760201020218,3.0
20130711,-9999,-9999,-9999,-9999,-9999,292.4303571428572,175.76927083333337,614.10375,0.13724999999999998,3.396255625,72.66187499999997,102.59166666666664,8.052312500000001,-9999,-1.899625,-1.5882916666666669,-1.4396875,18.314264583333333,-9999,-9999,-9999,-9999,1.2666166666666667,3.376522916666667,2.2769041666666667,-9999,-9999,-9999,-9999,-9999,-9999,292.430375,305.71658333333335,175.76927083333337,614.10375,0.13724999999999998,3.396208333333334,72.66187499999997,102.59166666666664,8.052312500000001,0.054000000000000006,-9999,5.4539374999999986,55.83911317217963,-1.3641623885224,21.02479478273872,3.0
20130712,-9999,-9999,-9999,-9999,-9999,310.43154761904765,181.18983333333333,651.90625,0.1476666666666667,3.905999583333333,71.0927083333333,102.28958333333334,9.24189583333333,-9999,-7.750520833333333,-7.504135416666666,-7.341874999999999,20.246931250000006,-9999,-9999,-9999,-9999,1.3165333333333331,3.472970833333333,2.6402666666666668,-9999,-9999,-9999,-9999,-9999,-9999,310.4315625,291.06839583333334,181.18983333333333,651.90625,0.1476666666666667,3.905979166666667,71.0927083333333,102.28958333333334,9.24189583333333,0.0,-9999,5.108604166666665,55.4254908295721,-1.311827172982624,21.031638117899803,3.0
20130713,-9999,-9999,-9999,-9999,-9999,309.0489087301586,177.80668749999995,649.0027083333333,0.147,4.706598333333333,69.28645833333331,101.92500000000008,11.064208333333335,-9999,-6.957656250000002,-6.623739583333332,-6.479020833333332,22.944758333333336,-9999,-9999,-9999,-9999,1.392589583333333,3.4609041666666664,3.242864583333333,-9999,-9999,-9999,-9999,-9999,-9999,309.04904166666665,292.0806041666668,177.80668749999995,649.0027083333333,0.147,4.7065625,69.28645833333331,101.92500000000008,11.064208333333335,0.0,-9999,4.669124999999998,50.939725816262204,-1.1603664860025855,20.15964474485168,3.0
20130714,-9999,-9999,-9999,-9999,-9999,238.1727182539682,142.75314583333332,500.1627083333333,0.10858333333333332,6.821276458333332,65.6475,101.68541666666664,14.363166666666665,-9999,-9.40246875,-9.03551041666667,-8.841822916666667,26.33744375,-9999,-9999,-9999,-9999,1.5264687500000005,3.0955104166666665,4.779122916666665,-9999,-9999,-9999,-9999,-9999,-9999,238.17270833333328,326.3322500000001,142.75314583333332,500.1627083333333,0.10858333333333332,6.821333333333333,65.6475,101.68541666666664,14.363166666666665,0.05,-9999,4.685687500000001,37.01992921333795,-0.6125932331145661,20.774927070847408,3.0
20130715,-9999,-9999,-9999,-9999,-9999,116.37440476190471,68.53241666666666,244.38625,0.0481875,3.2434212500000013,82.20625,101.67083333333332,15.557708333333334,-9999,-11.7246875,-11.1896875,-10.965208333333333,26.85441666666667,-9999,-9999,-9999,-9999,1.5795833333333331,2.547967083333333,4.8309124999999975,-9999,-9999,-9999,-9999,-9999,-9999,116.37437500000004,374.7334374999997,68.53241666666666,244.38625,0.0481875,3.243354166666668,82.20625,101.67083333333332,15.557708333333334,6.6,-9999,1.5863541666666665,27.321058670586826,-0.35075378817731623,15.847192641166147,3.0
20130716,-9999,-9999,-9999,-9999,-9999,160.1698412698413,97.50908333333332,336.3566666666666,0.07204166666666667,2.8321331250000004,84.03916666666666,101.50625000000004,14.069583333333327,-9999,-7.229458333333333,-6.621187500000001,-6.265718750000001,25.71679166666667,-9999,-9999,-9999,-9999,1.5180833333333332,2.94725375,4.249920833333333,-9999,-9999,-9999,-9999,-9999,-9999,160.16985416666668,367.9932291666667,97.50908333333332,336.3566666666666,0.07204166666666667,2.8321666666666663,84.03916666666666,101.50625000000004,14.069583333333327,5.470999999999997,-9999,1.7593333333333332,37.336314325619725,-0.9860937125876564,15.74544906704665,3.0
20130717,-9999,-9999,-9999,-9999,-9999,141.06875000000005,89.34135416666668,296.2443750000001,0.059812500000000025,2.661304999999999,82.83187500000003,101.5520833333333,12.51645833333333,-9999,-1.4182291666666664,-0.8939791666666667,-0.4619270833333333,22.667354166666666,-9999,-9999,-9999,-9999,1.4543645833333334,2.8565722916666667,3.592862499999999,-9999,-9999,-9999,-9999,-9999,-9999,141.06875,361.9343958333336,89.34135416666668,296.2443750000001,0.059812500000000025,2.6613333333333338,82.83187500000003,101.5520833333333,12.51645833333333,1.2169999999999994,-9999,3.17525,32.38605462584898,-1.0533625894048682,17.845718487807407,3.0
20130718,-9999,-9999,-9999,-9999,-9999,133.32648809523806,88.55064583333332,279.985625,0.057729166666666665,2.2788862500000007,85.36749999999998,101.68541666666664,12.901458333333332,-9999,-2.0480729166666665,-1.6251354166666667,-1.2116354166666667,23.886083333333332,-9999,-9999,-9999,-9999,1.4705270833333337,2.714609375,3.714337500000001,-9999,-9999,-9999,-9999,-9999,-9999,133.32652083333335,355.3591666666666,88.55064583333332,279.985625,0.057729166666666665,2.2788750000000007,85.36749999999998,101.67574999999994,12.901458333333332,0.4270000000000001,-9999,2.063625,34.51359469636097,-1.1124376317706173,16.625565361703078,3.0
20130719,-9999,-9999,-9999,-9999,-9999,93.55545634920635,61.24102083333334,196.4664583333333,0.03854166666666666,1.6412695833333335,88.15833333333332,101.80000000000008,11.525833333333335,-9999,-8.60809375,-8.203239583333332,-7.823739583333332,20.042458333333336,-9999,-9999,-9999,-9999,1.4135520833333333,2.2872677083333337,3.1907041666666665,-9999,-9999,-9999,-9999,-9999,-9999,93.5554375,359.9252708333335,61.24102083333334,196.4664583333333,0.03854166666666666,1.6412500000000003,88.15833333333332,101.76181250000002,11.525833333333335,0.3290000000000001,-9999,1.6871874999999994,33.476739123206094,-0.8480772330201278,15.63440313284983,3.0
20130720,-9999,-9999,-9999,-9999,-9999,147.33477182539676,94.77610416666666,309.40302083333336,0.063625,3.13238875,81.056875,101.78125,12.875000000000002,-9999,-9.15333333333333,-8.709479166666668,-8.235312500000001,22.695562499999994,-9999,-9999,-9999,-9999,1.468885416666667,2.6901281249999998,3.766850000000001,-9999,-9999,-9999,-9999,-9999,-9999,147.33477083333332,355.1226041666668,94.77610416666666,309.40302083333336,0.063625,3.1323958333333337,81.056875,101.72524999999996,12.875000000000002,1.5459999999999992,-9999,1.2357708333333333,31.39504424209857,-0.8485436192051655,15.808280945308507,3.0
20130721,-9999,-9999,-9999,-9999,-9999,206.71964285714287,121.74025,434.1112499999999,0.094875,5.398808333333332,71.91875,101.56249999999993,15.57333333333333,-9999,-7.5174166666666675,-6.992343749999997,-6.475791666666669,25.32985416666667,-9999,-9999,-9999,-9999,1.5795562500000002,3.062738125,4.910733333333333,-9999,-9999,-9999,-9999,-9999,-9999,206.7196458333333,351.01097916666686,121.74025,434.1112499999999,0.094875,5.398812500000001,71.91875,101.56249999999993,15.57333333333333,2.1069999999999998,-9999,3.105833333333333,29.859492287112253,-0.718867361761759,19.259787800402275,3.0
20130722,-9999,-9999,-9999,-9999,-9999,89.8029464285714,58.73027083333334,188.5861875,0.038166666666666654,3.238900208333334,81.76187500000003,101.18333333333328,14.876041666666666,-9999,-4.308041666666666,-3.7281979166666672,-3.202458333333333,22.85922916666667,-9999,-9999,-9999,-9999,1.5515583333333332,2.164865624999999,4.548452083333334,-9999,-9999,-9999,-9999,-9999,-9999,89.80291666666666,364.4249583333332,58.73027083333334,188.5861875,0.038166666666666654,3.2389583333333336,81.76187500000003,101.18333333333328,14.876041666666666,0.9210000000000006,-9999,5.7869375,19.74981377706264,-0.19722976139754647,21.244641604677405,3.0
20130723,-9999,-9999,-9999,-9999,-9999,106.70648809523813,71.44460416666669,224.083625,0.041979166666666665,1.5980372916666663,84.78166666666664,101.56874999999997,7.656458333333334,-9999,-3.60815625,-3.113541666666668,-2.62640625,11.544166666666667,-9999,-9999,-9999,-9999,1.2506687499999998,2.252388270833333,2.0451708333333327,-9999,-9999,-9999,-9999,-9999,-9999,106.7065,334.1118541666668,71.44460416666669,224.083625,0.041979166666666665,1.5980208333333332,84.78166666666664,101.56874999999997,7.656458333333334,3.687999999999999,-9999,4.762354166666666,33.7502704197986,-1.1222132019904862,20.6813713159408,3.0
