TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,NETRAD,PPFD_IN,PPFD_OUT,VPD,RH,PA,TA,D_SNOW,TS_1,TS_2,TS_3,G_1,SWC_1,SWC_2,SWC_3,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,LW_IN_F,NETRAD_F,PPFD_IN_F,PPFD_OUT_F,VPD_F,RH_F,PA_F,TA_F,P_F,D_SNOW_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20130111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.040645625000000005,0.0,2.1366215499999994e-05,-9999,-9999,-9999,-9999,-9999,-9999,0.0,171.06072916666656,-9999,-9999,-9999,0.028895833333333343,-9999,101.86987499999998,-27.84547916666667,0.457,-9999,7.7414375,0.6412947878303528,0.05872866861976527,13.213685095438144,3.0
20130112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.12005004166666665,0.0,0.00033671125,-9999,-9999,-9999,-9999,-9999,-9999,0.0,199.34260416666652,-9999,-9999,-9999,0.07808333333333334,-9999,101.83375,-22.570875,0.2510000000000001,-9999,8.624687499999999,0.607474244286491,0.06664704626156286,16.116503046641764,3.0
20130113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.277455625,0.0,0.008801087291666664,-9999,-9999,-9999,-9999,-9999,-9999,0.0,252.26818750000004,-9999,-9999,-9999,0.15491666666666662,-9999,100.25977083333332,-16.732520833333332,5.341999999999998,-9999,11.753125000000002,0.6684492608129887,0.07473299457567639,12.752728446383257,3.0
20130114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.25412562499999986,0.0,0.006277168750000003,-9999,-9999,-9999,-9999,-9999,-9999,0.0,242.02537499999997,-9999,-9999,-9999,0.1310625,-9999,100.0464375,-17.4693125,5.125999999999999,-9999,12.647895833333333,0.6642707439597499,0.07127340517796507,16.539896026897946,3.0
20130115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1580891666666667,0.0,0.0009926433333333332,-9999,-9999,-9999,-9999,-9999,-9999,0.0,211.7892708333334,-9999,-9999,-9999,0.08520833333333333,-9999,101.39647916666668,-20.932520833333328,3.385000000000002,-9999,7.803791666666666,0.6273302773377147,0.06329515754233388,9.74083043036117,3.0
20130116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.06297760416666663,0.0,8.621001441666666e-05,-9999,-9999,-9999,-9999,-9999,-9999,0.0,155.39864583333338,-9999,-9999,-9999,0.0218125,-9999,102.88402083333334,-26.15833333333333,0.15900000000000006,-9999,4.514354166666666,0.6777771702058922,0.054419566517374285,12.257981386063342,3.0
20130117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.02443205833333334,0.0,3.29045639375e-06,-9999,-9999,-9999,-9999,-9999,-9999,0.0,142.38795833333333,-9999,-9999,-9999,0.0,-9999,103.45325,-29.4206875,0.1860000000000001,-9999,2.498145833333333,0.7220815791775922,0.04911398993480478,12.890488037494176,3.0
20130118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.012677485416666669,0.0,1.9321333541666665e-07,-9999,-9999,-9999,-9999,-9999,-9999,0.0,146.5225833333334,-9999,-9999,-9999,0.0,-9999,104.21737500000002,-30.951958333333334,0.20300000000000007,-9999,3.4698958333333327,0.7519488112854068,0.046353578363404944,26.99930261435585,3.0
20130119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0397454375,0.0,8.675762083333334e-06,-9999,-9999,-9999,-9999,-9999,-9999,0.0,138.51045833333328,-9999,-9999,-9999,0.0016458333333333331,-9999,104.5838958333333,-27.59952083333334,0.02300000000000001,-9999,6.117520833333333,0.7278280116188022,0.04854196476461328,32.84079337318693,3.0
20130120,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.11599572916666664,0.0,0.00034229400000000004,-9999,-9999,-9999,-9999,-9999,-9999,0.0,171.78220833333327,-9999,-9999,-9999,0.07883333333333335,-9999,103.6577083333333,-22.80525,0.0,-9999,9.734208333333333,0.6922231368425025,0.051181965357240254,41.96733831805378,3.0
20130121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.1611041666666667,0.0,0.001021123125,-9999,-9999,-9999,-9999,-9999,-9999,0.0,178.63668750000005,-9999,-9999,-9999,0.12285416666666668,-9999,103.49033333333335,-20.793291666666665,0.0,-9999,9.910041666666668,0.6854657740814748,0.05069916567361196,40.94224095924184,3.0
20130122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.11942208333333333,0.0,0.0003293822916666666,-9999,-9999,-9999,-9999,-9999,-9999,0.0,151.02889583333325,-9999,-9999,-9999,0.12308333333333332,-9999,103.47027083333334,-22.599666666666675,0.0,-9999,12.059000000000001,0.7156751208431918,0.04772785121712813,52.85922272772678,3.0
20130123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.100114,0.02204583333333333,0.00016897104166666666,-9999,-9999,-9999,-9999,-9999,-9999,0.3482708333333333,142.17147916666661,-9999,-9999,-9999,0.09212500000000004,-9999,103.40310416666668,-23.547958333333334,0.0,-9999,11.084979166666667,0.7381800521621433,0.04680517901666779,46.19739542880279,3.0
20130124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.03200981041666666,0.034706458333333336,1.6012773333333333e-05,-9999,-9999,-9999,-9999,-9999,-9999,0.4894166666666666,133.73235416666668,-9999,-9999,-9999,0.009729166666666669,-9999,103.22927083333332,-28.78145833333333,0.054999999999999986,-9999,4.204270833333333,0.7945518630431848,0.04191471358310241,17.06352420320772,3.0
