TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,VPD,RH,PA,TA,P,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,TS_7,TS_8,G_1,G_2,G_3,G_4,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,NETRAD_F,PPFD_IN_F,VPD_F,RH_F,PA_F,TA_F,P_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20080111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.633700000000001e-05,0.0,0.0004466702083333334,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,215.0087083333334,-9999,-9999,-9999,0.0,-9999,102.95583333333336,-31.97350000000001,0.24600000000000005,3.9336666666666664,-4.487976514491535,-0.10209203958510316,102.82331004790956,3.0
20080112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.895916666666667e-06,0.0,0.00010266593749999996,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,183.0464583333336,-9999,-9999,-9999,0.0,-9999,103.40447916666666,-33.86458333333333,0.0,4.742958333333332,-4.663765310611216,-0.07548903372967711,115.50429943958113,3.0
20080113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00017364726249999998,0.0,0.0019211945208333328,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,206.73681250000004,-9999,-9999,-9999,0.0016250000000000006,-9999,102.9550625,-30.755666666666666,0.138,5.4550833333333335,-4.339001021670524,-0.12036098856508337,120.00410072156866,3.0
20080114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0005899647916666668,0.0,0.005684091666666665,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,215.72562499999992,-9999,-9999,-9999,0.010104166666666671,-9999,102.45308333333335,-28.05972916666667,0.244,6.3185208333333325,-4.026935726974029,-0.1545954586972136,124.05073649906508,3.0
20080115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0017931145833333336,0.0,0.014452958333333332,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,221.77627083333326,-9999,-9999,-9999,0.029062500000000012,-9999,102.0751875,-25.8359375,0.292,6.8573541666666635,-3.711740637247608,-0.1761395225743078,125.57971994305204,3.0
20080116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000855226875,0.0,0.007717010416666667,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,194.41395833333328,-9999,-9999,-9999,0.018770833333333344,-9999,101.78558333333332,-27.391833333333324,0.09600000000000003,7.2876458333333325,-3.9598905498635535,-0.16361520438002908,127.61201612531012,3.0
20080117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.794635416666668e-05,0.0,0.0006726906249999997,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,177.23177083333337,-9999,-9999,-9999,0.0,-9999,102.34756249999997,-31.77489583333333,0.0,6.577208333333332,-4.448257298190755,-0.1138257125488595,124.87176320099859,3.0
20080118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00014954381229166666,0.0,0.0015934353333333336,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,198.0336250000001,-9999,-9999,-9999,0.0029583333333333336,-9999,102.18114583333332,-31.754166666666674,0.268,6.486708333333333,-4.41531444836194,-0.1128045715428229,124.91451917190012,3.0
20080119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0007646939583333333,0.0,0.00702627916666667,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,207.01356250000006,-9999,-9999,-9999,0.009000000000000003,-9999,101.08818750000002,-27.485104166666666,0.28800000000000003,6.325166666666667,-4.0039848447223125,-0.16623091127800835,120.92083675593538,3.0
20080120,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.1272386566875e-05,0.0,0.0002871278094791667,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,177.23245833333343,-9999,-9999,-9999,0.0,-9999,100.897125,-34.47495833333333,0.0,4.345291666666666,-4.590265724638322,-0.07618348263662626,94.77831829395934,3.0
20080121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.5491399166666667e-08,0.0,1.2475278333333333e-06,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,186.06283333333332,-9999,-9999,-9999,0.0,-9999,100.06656250000003,-37.24425000000001,0.11200000000000004,3.892354166666669,-4.715331262402978,-0.0337686808818358,112.18227552361185,3.0
20080122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.917215960569106e-09,0.0,1.0564538868811323e-07,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,168.31266666666673,-9999,-9999,-9999,0.0,-9999,100.0831875,-40.316520833333335,0.0,3.4266666666666654,-4.772934384051934,-0.024675422932868576,108.57014356999608,3.0
20080123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.000116605670068125,0.0,0.0013510726189166664,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,191.67535416666672,-9999,-9999,-9999,0.0,-9999,100.48125,-31.887541666666674,0.21,7.502833333333329,-4.367865917225825,-0.10841873131446322,136.0129616516722,3.0
20080124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.698829639583334e-06,0.0,0.00014733773541666668,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,172.48722916666657,-9999,-9999,-9999,0.0,-9999,102.28504166666669,-34.80172916666666,0.0,4.7689375,-4.524030513945196,-0.07019401713050501,93.67008472718392,3.0
20080125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.289597922916667e-07,0.02103125,1.0067744458333337e-05,-9999,-9999,-9999,-9999,-9999,-9999,0.5613125,-9999,174.84727083333325,-9999,-9999,-9999,0.0,-9999,102.10216666666666,-36.37014583333333,0.0,5.140729166666667,-4.557146588311802,-0.05309768618432479,99.51090519914051,3.0
20080126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.1837011614833331e-07,0.0271215625,4.079630392291668e-06,-9999,-9999,-9999,-9999,-9999,-9999,0.5908541666666666,-9999,177.92872916666673,-9999,-9999,-9999,0.0,-9999,100.8499791666667,-37.39308333333333,0.0,4.135791666666667,-4.54604403951265,-0.051639614454565406,101.44391429033257,3.0
20080127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.097585841333333e-08,0.029250416666666668,1.2463557329166664e-06,-9999,-9999,-9999,-9999,-9999,-9999,0.5762083333333333,-9999,191.6853125,-9999,-9999,-9999,0.0,-9999,100.85352083333336,-37.76841666666667,0.0,2.1127083333333334,-4.515017830477271,-0.054347957817443615,96.25159357561377,3.0
