TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,VPD,RH,PA,TA,P,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,TS_7,TS_8,G_1,G_2,G_3,G_4,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WD,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,SW_OUT_F,LW_IN_F,LW_OUT_F,NETRAD_F,PPFD_IN_F,VPD_F,RH_F,PA_F,TA_F,P_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20101012,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3273693750000001,0.6196672916666667,1.373347916666667,-9999,-9999,-9999,-9999,-9999,-9999,17.5286875,-9999,270.7105416666668,-9999,-9999,-9999,0.4977916666666666,-9999,100.33272916666668,-7.470645833333332,0.324,3.4837291666666665,1.1421212834954655,0.26836827863162377,51.89471848232896,3.0
20101013,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.4278604166666666,0.3817175000000001,1.55165625,-9999,-9999,-9999,-9999,-9999,-9999,8.386479166666668,-9999,285.3746041666667,-9999,-9999,-9999,0.4724374999999999,-9999,100.63460416666668,-5.267833333333332,0.4500000000000001,5.198604166666667,-0.5325032790502832,0.29457491344153325,48.79529269035229,3.0
20101014,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3779083333333333,0.5173454166666668,1.46336875,-9999,-9999,-9999,-9999,-9999,-9999,12.892041666666666,-9999,273.29268749999983,-9999,-9999,-9999,0.4752708333333335,-9999,101.48664583333328,-6.3108749999999985,0.19000000000000006,4.978041666666666,0.2249829775051926,0.2660185092403897,38.936422936504,3.0
20101015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.33831770833333336,0.5172318958333334,1.3884729166666665,-9999,-9999,-9999,-9999,-9999,-9999,13.42625,-9999,268.29283333333336,-9999,-9999,-9999,0.5695833333333332,-9999,102.32131250000003,-7.198479166666666,0.194,4.5726875,0.7259043032423388,0.2533268418883346,32.260591551349364,3.0
20101016,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3142195833333334,0.5464420833333333,1.3396812500000002,-9999,-9999,-9999,-9999,-9999,-9999,14.7099375,-9999,264.598,-9999,-9999,-9999,0.5431875,-9999,103.0335625,-7.771562499999997,0.15600000000000006,4.2729791666666666,0.6353630788425008,0.2576387291373894,29.75409479874961,3.0
20101017,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.26677604166666663,0.5424342500000001,1.2410187500000005,-9999,-9999,-9999,-9999,-9999,-9999,14.798395833333332,-9999,265.6069791666666,-9999,-9999,-9999,0.3036458333333333,-9999,103.33595833333332,-8.970125,0.15200000000000002,3.2217083333333334,0.478211522541571,0.2525983061038573,24.16665391141088,3.0
20101018,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.21623499999999996,0.4663054166666667,1.1255125,-9999,-9999,-9999,-9999,-9999,-9999,11.747437499999998,-9999,260.9577083333335,-9999,-9999,-9999,0.2834791666666667,-9999,103.08364583333334,-10.402187499999998,0.15400000000000005,3.2898125000000005,-0.4325997800748847,0.2445539978716121,26.184318192695322,3.0
20101019,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.13062497916666668,0.570045,0.889971875,-9999,-9999,-9999,-9999,-9999,-9999,16.563020833333333,-9999,244.48989583333332,-9999,-9999,-9999,0.1732083333333333,-9999,102.36527083333334,-13.4689375,0.116,2.8126249999999997,-0.34836025565981915,0.22072782129337296,31.11695512247368,3.0
20101020,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.10848695833333334,0.5261177083333334,0.817281875,-9999,-9999,-9999,-9999,-9999,-9999,14.638895833333335,-9999,244.6804999999998,-9999,-9999,-9999,0.1771666666666667,-9999,102.43314583333333,-14.433833333333334,0.0,0.7652916666666666,-0.8254400429196629,0.21464367386292008,31.52892977097825,3.0
20101021,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.18123979166666668,0.3231906041666666,1.0262956250000002,-9999,-9999,-9999,-9999,-9999,-9999,7.0396874999999985,-9999,267.21087500000016,-9999,-9999,-9999,0.11077083333333328,-9999,102.34254166666666,-11.62002083333333,0.4940000000000001,1.0206458333333333,-1.0897717717053566,0.2432220486094464,31.056198277775408,3.0
20101022,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.2472420833333333,0.3630708333333333,1.182375,-9999,-9999,-9999,-9999,-9999,-9999,8.439770833333334,-9999,272.6507916666667,-9999,-9999,-9999,0.06710416666666669,-9999,102.44122916666667,-9.583833333333336,0.3160000000000001,1.5791666666666666,-0.9447488903932176,0.2699836374207819,29.29208715809441,3.0
20101023,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.2480695833333333,0.3780747291666666,1.1830124999999998,-9999,-9999,-9999,-9999,-9999,-9999,9.0721875,-9999,269.73766666666666,-9999,-9999,-9999,0.08195833333333333,-9999,102.6427916666667,-9.547541666666664,0.30000000000000004,2.5365208333333333,-1.2684975773792269,0.270238202003703,28.177738248027488,3.0
20101024,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.2344272916666667,0.2609647916666667,1.1500979166666665,-9999,-9999,-9999,-9999,-9999,-9999,5.4015,-9999,271.13610416666666,-9999,-9999,-9999,0.07514583333333334,-9999,102.76956249999996,-9.94125,0.3280000000000001,2.4718541666666662,-1.662701392227551,0.2680359265244289,27.022785349217607,3.0
20101025,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.16258625000000002,0.2789252083333334,0.9719174999999999,-9999,-9999,-9999,-9999,-9999,-9999,5.947187500000001,-9999,264.61897916666663,-9999,-9999,-9999,0.09497916666666667,-9999,102.59035416666666,-12.230541666666666,0.3820000000000001,2.6772291666666668,-1.3632623314135772,0.24289504375871554,30.300751496656343,3.0
20101026,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.12589854166666667,0.2474950208333333,0.8630660416666668,-9999,-9999,-9999,-9999,-9999,-9999,5.070270833333334,-9999,262.96775000000014,-9999,-9999,-9999,0.1548125,-9999,102.0043125,-13.672416666666667,0.29400000000000004,1.9565416666666675,-1.3830053774865332,0.24080742929856735,37.584824252323365,3.0
20101027,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.16626354166666665,0.1588645833333333,0.976049791666667,-9999,-9999,-9999,-9999,-9999,-9999,2.8042708333333333,-9999,272.52104166666675,-9999,-9999,-9999,0.08170833333333337,-9999,100.857125,-12.132062499999998,0.7400000000000001,2.334,-2.07265496817855,0.2375465111590617,46.92541988970922,3.0
20101028,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.11101529166666667,0.243571875,0.8072681250000001,-9999,-9999,-9999,-9999,-9999,-9999,5.175083333333332,-9999,265.1602708333332,-9999,-9999,-9999,0.14470833333333333,-9999,100.64550000000004,-14.4143125,0.624,4.2099375000000006,-1.6607210757609658,0.2393256140297472,57.1029401193405,3.0
20101029,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.04894291666666667,0.24932256250000004,0.5554039583333333,-9999,-9999,-9999,-9999,-9999,-9999,5.359729166666667,-9999,249.42812499999997,-9999,-9999,-9999,0.1890625,-9999,101.0474375,-18.115458333333333,0.27,3.5858124999999994,-2.0848299115355124,0.23065521712625744,48.312011364324206,3.0
20101030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.06994995833333335,0.17365770833333335,0.6524558333333332,-9999,-9999,-9999,-9999,-9999,-9999,3.2917083333333337,-9999,250.5801666666665,-9999,-9999,-9999,0.099375,-9999,101.6391875,-16.601145833333334,0.32799999999999996,2.8200625,-1.8225956929643332,0.2362227964675445,41.9278445254754,3.0
20101031,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.051001395833333324,0.190123125,0.5635466666666665,-9999,-9999,-9999,-9999,-9999,-9999,3.7391666666666667,-9999,241.55177083333356,-9999,-9999,-9999,0.089625,-9999,102.53797916666666,-17.949041666666673,0.16399999999999998,2.4970625,-2.0757934665359232,0.2396241210102038,34.69957888394825,3.0
20101101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.02906416666666667,0.26165393749999993,0.43579520833333335,-9999,-9999,-9999,-9999,-9999,-9999,6.191541666666668,-9999,221.29514583333324,-9999,-9999,-9999,0.08666666666666666,-9999,102.758,-20.043125000000003,0.0,3.045270833333333,-2.382973443999848,0.21821496159462425,37.856953483773104,3.0
20101102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.030353062500000007,0.2626933333333334,0.44447125,-9999,-9999,-9999,-9999,-9999,-9999,6.057645833333335,-9999,208.17241666666658,-9999,-9999,-9999,0.0929166666666667,-9999,101.42706250000003,-19.868833333333328,0.0,6.361875,-2.4436523049150716,0.21038434175905965,60.49153198801621,3.0
20101103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.03359208333333333,0.178218625,0.46297875,-9999,-9999,-9999,-9999,-9999,-9999,3.653541666666667,-9999,233.43433333333337,-9999,-9999,-9999,0.22091666666666665,-9999,100.45387499999998,-19.5401875,0.37799999999999995,4.568458333333334,-2.475444753447896,0.21332767351826346,58.372734627824315,3.0
20101104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.06575556250000003,0.08260083333333333,0.6253660416666665,-9999,-9999,-9999,-9999,-9999,-9999,1.2614583333333331,-9999,258.7467291666663,-9999,-9999,-9999,0.09504166666666668,-9999,100.39129166666665,-16.918833333333335,0.6600000000000001,1.9916041666666664,-2.8311921950473486,0.2613588908192148,56.73547629638487,3.0
20101105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0544811875,0.11406145833333332,0.5720960416666666,-9999,-9999,-9999,-9999,-9999,-9999,1.9563541666666664,-9999,251.33150000000006,-9999,-9999,-9999,0.0017083333333333336,-9999,100.82535416666668,-17.728749999999994,0.17800000000000005,1.6191458333333335,-2.8076647167395987,0.254640988957692,51.41214289965662,3.0
20101106,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.021285937499999998,0.11977695833333335,0.3681010416666666,-9999,-9999,-9999,-9999,-9999,-9999,2.1102916666666665,-9999,232.56677083333344,-9999,-9999,-9999,0.0003958333333333334,-9999,101.33941666666664,-21.228979166666665,0.05,1.6886249999999998,-2.675427162696955,0.20695209570774253,48.24737810571178,3.0
20101107,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.004019758333333336,0.15463270833333334,0.16724374999999994,-9999,-9999,-9999,-9999,-9999,-9999,3.044270833333333,-9999,207.03362499999992,-9999,-9999,-9999,0.0,-9999,101.58845833333328,-25.762416666666667,0.0,3.2887916666666666,-1.878871551041672,0.11209897744562893,49.52065760448811,3.0
20101108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.01982854583333333,0.13454270833333334,0.3429733333333333,-9999,-9999,-9999,-9999,-9999,-9999,2.5315833333333337,-9999,224.5051041666668,-9999,-9999,-9999,0.10666666666666663,-9999,100.91760416666666,-21.78114583333333,0.0,5.549916666666667,-2.6911406176416497,0.19197487623969006,63.17211922676694,3.0
20101109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.19027335416666666,0.07410770833333334,0.9881081250000002,-9999,-9999,-9999,-9999,-9999,-9999,1.1615624999999998,-9999,280.7518333333332,-9999,-9999,-9999,0.1701666666666667,-9999,101.0646875,-11.717291666666664,0.6040000000000002,4.543354166666666,-4.177080713144937,0.2634838513162612,57.06680769194086,3.0
20101110,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.139496875,0.07655333333333332,0.8619322916666666,-9999,-9999,-9999,-9999,-9999,-9999,1.2307291666666669,-9999,266.1524999999998,-9999,-9999,-9999,0.1506875,-9999,101.55352083333334,-13.3889375,0.19399999999999998,3.0375625,-3.9540023150686623,0.2975377318322176,44.58088555979907,3.0
20101111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.06380960416666667,0.0944125,0.5981183333333334,-9999,-9999,-9999,-9999,-9999,-9999,1.6835416666666667,-9999,242.64689583333328,-9999,-9999,-9999,0.055083333333333324,-9999,102.07487500000002,-17.24654166666667,0.0,2.658770833333333,-3.1867851174009054,0.2728466047464049,39.59729771347602,3.0
20101112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.09010175,0.06506560416666668,0.692973125,-9999,-9999,-9999,-9999,-9999,-9999,1.0485624999999998,-9999,253.57014583333333,-9999,-9999,-9999,0.03904166666666667,-9999,102.63149999999996,-15.799312500000005,0.12,2.847020833333333,-3.5325374187577703,0.2945816611974558,41.706813984664024,3.0
20101113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.15316756249999994,0.040721041666666666,0.8925429166666664,-9999,-9999,-9999,-9999,-9999,-9999,0.5644375,-9999,265.5544375,-9999,-9999,-9999,0.0050625,-9999,103.2560625,-12.898375,0.3440000000000001,2.698020833333333,-4.340602896764055,0.28846510758707594,42.51130883233704,3.0
20101114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.06921997916666665,0.03946270833333333,0.6232704166666667,-9999,-9999,-9999,-9999,-9999,-9999,0.5445208333333333,-9999,242.5653125,-9999,-9999,-9999,0.007541666666666665,-9999,102.88583333333332,-16.76310416666667,0.05,3.719500000000002,-3.2698414632968067,0.28826487061794953,51.08382128852249,3.0
20101115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.01447326666666666,0.047386812500000014,0.2822195833333335,-9999,-9999,-9999,-9999,-9999,-9999,0.7676250000000001,-9999,210.4496666666668,-9999,-9999,-9999,0.0066875000000000025,-9999,102.00597916666668,-22.98075,0.0,3.755770833333333,-3.165745930166184,0.15776006748889945,62.264280875073865,3.0
20101116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.007799604166666666,0.03660145833333333,0.2283645833333333,-9999,-9999,-9999,-9999,-9999,-9999,0.56,-9999,210.6014375000001,-9999,-9999,-9999,0.0,-9999,100.79502083333334,-24.00241666666668,0.0,4.136333333333334,-3.2261640289267923,0.13731105285349174,63.6092140464429,3.0
20101117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.012334447916666666,0.026294166666666664,0.2776858333333333,-9999,-9999,-9999,-9999,-9999,-9999,0.40247916666666667,-9999,235.13031249999997,-9999,-9999,-9999,0.016791666666666673,-9999,99.11568749999998,-22.89858333333333,0.18,2.1128958333333334,-3.2327390247485823,0.1605104377692063,77.0902828426668,3.0
20101118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0019689856250000005,0.02320270833333334,0.12151202083333335,-9999,-9999,-9999,-9999,-9999,-9999,0.3898125,-9999,212.25777083333332,-9999,-9999,-9999,0.0005416666666666666,-9999,99.88477083333332,-26.954562500000005,0.0,2.7667708333333336,-2.266460865290036,0.08979138349374761,70.81919694439834,3.0
20101119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.006515147916666665,0.0,0.19956625000000008,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,213.59137499999997,-9999,-9999,-9999,0.002291666666666667,-9999,100.4963125,-24.77772916666666,0.146,3.727041666666667,-2.855317012734893,0.11110145757401696,64.90053151419315,3.0
20101120,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.018900270833333337,0.0,0.3375729166666666,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,237.9243749999999,-9999,-9999,-9999,0.009625000000000009,-9999,100.8425,-21.58754166666667,0.07400000000000001,3.2303333333333333,-3.5867398721467647,0.19091992068064867,61.272766006424945,3.0
20101121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.006428035416666663,0.0,0.2044285416666667,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,225.42481250000003,-9999,-9999,-9999,0.007437500000000003,-9999,101.58462499999996,-24.540749999999992,0.0,2.5316041666666678,-2.944972210091507,0.09600515172636093,55.83703923860279,3.0
20101122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.006504079166666666,0.0,0.2075808333333333,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,231.24845833333322,-9999,-9999,-9999,0.0,-9999,101.56066666666668,-24.42245833333334,0.0,1.6254583333333334,-3.037196942124517,0.09146435252892232,53.699370352964976,3.0
20101123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.014553791666666663,0.0,0.2978414583333334,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,229.9919791666666,-9999,-9999,-9999,0.0038958333333333353,-9999,101.5961666666667,-22.34789583333333,0.0,3.311062499999999,-3.0375301308939093,0.15128816940316886,59.46283456587496,3.0
20101124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.07360104166666669,0.0,0.6094979166666665,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,267.70018749999974,-9999,-9999,-9999,0.08477083333333334,-9999,100.15572916666666,-16.860083333333332,2.878,4.619645833333332,-4.155766010730232,0.20583106176563884,70.97088637929423,3.0
20101125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.053048520833333335,0.0,0.5304389583333332,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,257.0685416666667,-9999,-9999,-9999,0.012625000000000006,-9999,100.32704166666666,-18.061020833333334,3.516,5.403291666666669,-3.902088702666193,0.19135957301665052,80.32983310948777,3.0
20101126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.04085841666666667,0.0,0.4741329166666668,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,252.7776458333332,-9999,-9999,-9999,0.048291666666666684,-9999,100.99577083333332,-18.964916666666664,1.346,7.728291666666667,-3.687291198808395,0.19688103611591,107.42361507421093,3.0
20101127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.029791875000000006,0.0,0.4089895833333334,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,241.0835208333333,-9999,-9999,-9999,0.04816666666666666,-9999,101.3771458333333,-20.106958333333328,0.8280000000000003,7.298270833333333,-3.2211233363665457,0.17944357119699275,113.17009055575184,3.0
20101128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.01120170625,0.0,0.25955500000000004,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,222.26295833333336,-9999,-9999,-9999,0.043041666666666666,-9999,101.902875,-23.11852083333333,0.2620000000000001,6.307416666666667,-2.668348560380353,0.07650053489748251,96.84001624334398,3.0
20101129,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.010134195833333337,0.0,0.24869125,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,218.4206666666668,-9999,-9999,-9999,0.0070208333333333355,-9999,102.23970833333333,-23.339729166666668,0.27399999999999997,5.399395833333332,-2.6143464394283087,0.05871626692210821,76.28943160293585,3.0
20101130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.002036436871041667,0.0,0.08593724791666664,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,191.13452083333343,-9999,-9999,-9999,0.0,-9999,102.72375,-29.56047916666667,0.08800000000000002,4.602520833333334,-3.533038559822385,-0.0705628005523228,68.54932815553016,3.0
