TIMESTAMP,NEE,H,LE,FCH4,USTAR,SW_IN,NETRAD,PPFD_IN,VPD,RH,TA,P,TS_1,G,SWC_1,GPP_NT,RECO_NT,GPP_DT,RECO_DT,WS,NEE_F,H_F,LE_F,FCH4_F,SW_IN_F,LW_IN_F,NETRAD_F,PPFD_IN_F,VPD_F,RH_F,PA_F,TA_F,P_F,G_F,WS_F,LE_F_ANNOPTLM,NEE_F_ANNOPTLM,FCH4_F_ANNOPTLM,FCH4_F_ANNOPTLM_QC
20080111,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.18822903687499995,0.0036959979166666674,0.06651072916666667,-9999,-9999,-9999,-9999,-9999,0.6619583333333333,198.39954166666664,-9999,-9999,0.0,-9999,100.77354166666665,-21.4665625,0.052000000000000005,-9999,3.1057916666666667,-37.72438105382636,1.1083594048579883,22.349673902689734,3.0
20080112,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.18558644645833333,0.0038362041666666655,0.06360033333333333,-9999,-9999,-9999,-9999,-9999,0.6861458333333333,198.07054166666657,-9999,-9999,0.0,-9999,100.4145625,-21.47979166666666,0.0,-9999,5.722729166666666,-35.82459254432928,1.097570836969354,14.084676594710677,3.0
20080113,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.13862720125000005,0.00188725625,0.03986612500000001,-9999,-9999,-9999,-9999,-9999,0.336125,226.03652083333336,-9999,-9999,0.0,-9999,99.72754166666664,-23.14164583333333,0.4000000000000002,-9999,5.626354166666666,-51.14142332695147,1.0916218489424536,13.721236916675991,3.0
20080114,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.18288571604166667,0.0031641458333333326,0.06277122916666668,-9999,-9999,-9999,-9999,-9999,0.5648958333333334,238.28862499999988,-9999,-9999,0.0,-9999,99.36504166666668,-21.60147916666667,0.6730000000000005,-9999,4.390666666666667,-36.731958940144295,1.0933089453260254,16.354838617808532,3.0
20080115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.35023553958333337,0.0017207666666666664,0.17135854166666667,-9999,-9999,-9999,-9999,-9999,0.30635416666666665,253.4010625,-9999,-9999,0.0,-9999,99.46372916666664,-16.740458333333333,0.8110000000000005,-9999,4.0044375,-15.19496791513756,1.08012130417703,16.948434078752655,3.0
20080116,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.3431254191666668,0.004600854166666665,0.16638062500000006,-9999,-9999,-9999,-9999,-9999,0.8231875000000001,228.27529166666667,-9999,-9999,0.0,-9999,100.03289583333333,-16.932479166666667,0.21600000000000005,-9999,3.5267083333333336,-12.041209815387626,1.0809796293387768,18.05760364205532,3.0
20080117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.6165110852083334,0.003137753333333333,0.4255781250000001,-9999,-9999,-9999,-9999,-9999,0.5598958333333334,269.73385416666656,-9999,-9999,0.0,-9999,99.9987708333333,-10.7933125,0.7710000000000005,-9999,3.8466041666666664,6.880755755676392,1.0422895109122092,17.097379212560842,3.0
20080118,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.8923745220833333,0.002696977083333333,0.7411641666666663,-9999,-9999,-9999,-9999,-9999,0.4807916666666667,288.1173541666665,-9999,-9999,0.0,-9999,100.04216666666666,-5.1656458333333335,1.2510000000000008,-9999,5.290979166666667,28.026013561770988,1.0214594381648483,18.934321922899933,3.0
20080119,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.9179564489583332,0.0020948270833333334,0.7751477083333332,-9999,-9999,-9999,-9999,-9999,0.373,292.8544999999998,-9999,-9999,0.0,-9999,99.9207291666667,-4.6739375,1.6200000000000012,-9999,5.359666666666667,28.34126386353257,1.0140961324427735,18.354487468324074,3.0
20080120,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.7937115281249998,0.0061518333333333355,0.6173635416666666,-9999,-9999,-9999,-9999,-9999,1.1015625,268.81195833333334,-9999,-9999,0.0,-9999,99.21441666666664,-7.094125000000001,0.8500000000000005,-9999,5.048916666666666,14.49631071740106,1.0045039389814516,13.167878876216953,3.0
20080121,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.6909649822916667,0.006042187500000001,0.4981770833333334,-9999,-9999,-9999,-9999,-9999,1.0815625000000002,251.31112500000003,-9999,-9999,0.0,-9999,98.92724999999996,-9.162104166666667,1.0480000000000007,-9999,5.4798541666666685,6.428291677011923,1.0007819834975498,12.279223107967427,3.0
20080122,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.6510438925,0.0022963875,0.4559308333333332,-9999,-9999,-9999,-9999,-9999,0.4088749999999999,267.4657291666667,-9999,-9999,0.0,-9999,98.91060416666666,-9.997166666666663,2.1799999999999997,-9999,5.148916666666668,4.867556365686052,0.9998748300538282,12.702072355387688,3.0
20080123,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.5894028022916665,0.0029762125,0.3899272916666667,-9999,-9999,-9999,-9999,-9999,0.5303541666666667,255.5524166666668,-9999,-9999,0.0,-9999,99.09812499999994,-11.281729166666665,2.2240000000000006,-9999,3.672958333333333,4.3689543502744534,1.000298959625807,14.481696203803306,3.0
20080124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.5445006114583332,0.004271184375000001,0.3418320833333334,-9999,-9999,-9999,-9999,-9999,0.7622083333333333,260.957583333333,-9999,-9999,0.0,-9999,99.02289583333332,-12.218541666666663,2.1050000000000004,-9999,4.751520833333335,3.911859598881304,1.0020406236828967,13.972638068599005,3.0
20080125,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.4470839214583333,0.01146624375,0.2554797916666667,-9999,-9999,-9999,-9999,-9999,2.0642083333333328,236.31433333333328,-9999,-9999,0.0,-9999,99.52627083333334,-14.462104166666668,0.5460000000000003,-9999,3.3534583333333337,1.0279980256263346,0.990851716673477,16.260717792034768,3.0
20080126,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.35482204708333337,0.01344875,0.1750145833333333,-9999,-9999,-9999,-9999,-9999,2.4256875,229.92233333333354,-9999,-9999,0.0,-9999,98.320875,-16.62608333333333,1.3019999999999996,-9999,4.806958333333333,-1.6111435652469543,1.0003737476227832,18.66551202238025,3.0
20080127,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.479075227916667,0.012890937499999998,0.279336875,-9999,-9999,-9999,-9999,-9999,2.321875,238.40508333333347,-9999,-9999,0.0,-9999,97.90447916666666,-13.661104166666664,1.2480000000000002,-9999,5.342520833333333,4.391924892636332,0.9853010649463608,18.156795775732316,3.0
20080128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.53050580625,0.0098494375,0.3277489583333333,-9999,-9999,-9999,-9999,-9999,1.7675833333333333,255.151875,-9999,-9999,0.0,-9999,98.58579166666664,-12.51835416666666,0.8910000000000005,-9999,3.826520833333334,5.892968069537572,0.9771787302697698,18.365258224500078,3.0
20080129,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.5346996243750001,0.0161046875,0.3333710416666667,-9999,-9999,-9999,-9999,-9999,2.911208333333333,254.77004166666663,-9999,-9999,0.0,-9999,99.27097916666663,-12.446833333333332,0.8580000000000004,-9999,4.339208333333334,5.670975035506773,0.9801402199425684,14.37293133226778,3.0
20080130,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.6153974525,0.0100845625,0.41991125,-9999,-9999,-9999,-9999,-9999,1.8100833333333333,258.82835416666677,-9999,-9999,0.0,-9999,98.22493749999997,-10.765354166666668,4.1549999999999985,-9999,6.434562500000001,3.7532841291256287,0.9730167659075224,20.12983314592044,3.0
20080131,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.8412488895833333,0.009132091666666666,0.6764249999999999,-9999,-9999,-9999,-9999,-9999,1.6368958333333332,279.8284583333334,-9999,-9999,0.0,-9999,97.8855,-6.1618958333333325,2.234999999999998,-9999,6.226708333333335,-0.19683799636997745,0.9674234765697988,26.065673343474568,3.0
20080201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0,-9999,-9999,-9999,-9999,0.7371585516666666,0.00892122916666667,0.54993625,-9999,-9999,-9999,-9999,-9999,1.5973750000000002,264.5365833333332,-9999,-9999,0.0,-9999,98.04041666666666,-8.219083333333332,3.073999999999999,-9999,4.701250000000003,1.0744551980787131,0.953356605774924,23.34090385748651,3.0
